2020-02-25	1
2020-02-26	2
2020-02-27	8
2020-02-28	13
2020-02-29	18
2020-03-01	22
2020-03-02	40
2020-03-03	55
2020-03-04	72
2020-03-05	102
2020-03-06	198
2020-03-07	254
2020-03-08	350
2020-03-09	369
2020-03-10	480
2020-03-11	640
2020-03-12	858
2020-03-13	1139
2020-03-14	1359
2020-03-15	2217
2020-03-16	2353
2020-03-17	2677
2020-03-18	3070
