2020-02-19	2
2020-02-20	5
2020-02-21	18
2020-02-22	29
2020-02-23	43
2020-02-24	64
2020-02-25	95
2020-02-26	139
2020-02-27	245
2020-02-28	388
2020-02-29	593
2020-03-01	978
2020-03-02	1501
2020-03-03	2336
2020-03-04	2922
2020-03-05	3513
2020-03-06	4747
2020-03-07	5823
2020-03-08	6566
2020-03-09	7161
2020-03-10	8042
2020-03-11	9000
2020-03-12	10075
2020-03-13	11364
2020-03-14	12729
2020-03-15	13938
2020-03-16	14991
2020-03-17	16169
2020-03-18	17361
