2020-01-31	2
2020-02-01	2
2020-02-02	2
2020-02-03	2
2020-02-04	2
2020-02-05	2
2020-02-06	3
2020-02-07	3
2020-02-08	3
2020-02-09	4
2020-02-10	8
2020-02-11	8
2020-02-12	8
2020-02-13	9
2020-02-14	9
2020-02-15	9
2020-02-16	9
2020-02-17	9
2020-02-18	9
2020-02-19	9
2020-02-20	9
2020-02-21	9
2020-02-22	9
2020-02-23	9
2020-02-24	13
2020-02-25	13
2020-02-26	13
2020-02-27	13
2020-02-28	19
2020-02-29	23
2020-03-01	35
2020-03-02	40
2020-03-03	51
2020-03-04	85
2020-03-05	114
2020-03-06	160
2020-03-07	206
2020-03-08	271
2020-03-09	321
2020-03-10	373
2020-03-11	456
2020-03-12	590
2020-03-13	797
2020-03-14	1061
2020-03-15	1391
2020-03-16	1543
2020-03-17	1950
2020-03-18	2626
